Device_Type,Environment_Type,Weather_Condition,Distance,Transmission_Power,Frequency_Channel,Packet_Size,Battery_Level,RSSI,SNR,Delivery_Success,Energy_Cost,Bandwidth,Spreading_Factor,Coding_Rate,Data_Rate,Channel_Occupancy,Interference_Power,Interference_Duration,Interference_Density,Packet_Collision_Rate,Retransmission_Count,Packet_Loss_Rate,Latency,Jitter,Propagation_Delay,Gateway_Distance,Gateway_Signal_Quality,Gateway_Load,Battery_Voltage,Device_Temperature,Ambient_Temperature,Ambient_Humidity,Atmospheric_Pressure,Wind_Speed,Rainfall,Terrain_Obstruction,Node_Density,Network_Congestion,Channel_Switch_Count,Connection_Attempt_Count,Acknowledgment_Rate
Environmental_Node,Suburban,Rain,11.031,17.37,915,111,10.95,-35.7,14.51,Failure,2.594,7.8,12,4/5,14.355,74.15,-65.97,63.18,0.976,30.8,1,13.63,87.83,12.27,0.0368,12.652,89.03,52.5,2.898,50.88,20.55,26.78,1021.95,6.57,1.82,0.086,191.75,60.45,3,3,85.9
Environmental_Node,Urban,Clear,9.118,27.18,868,159,98.71,-35.0,20.0,Success,3.595,250.0,11,4/8,12.447,9.9,-72.21,273.48,0.878,24.31,2,16.87,105.07,21.93,0.0305,9.944,89.84,71.09,4.162,28.56,10.32,22.68,1016.19,7.8,2.42,0.336,157.41,15.15,2,7,100.0
Smart_Meter,Urban,Foggy,6.954,20.08,915,20,47.46,-36.96,17.99,Success,2.29,7.8,7,4/8,41.195,59.82,-75.63,127.54,0.661,10.2,0,2.05,66.48,23.95,0.0232,7.266,100.0,86.74,3.438,22.39,27.88,68.65,1024.53,5.22,7.18,0.779,152.44,51.73,8,1,100.0
Sensor_Node,Suburban,Rain,24.803,14.16,868,30,93.74,-72.57,12.93,Failure,1.874,62.5,9,4/8,37.081,17.19,-71.45,351.02,0.214,5.91,0,0.0,91.04,2.5,0.0828,24.97,66.98,76.07,4.11,38.49,44.44,69.95,1013.22,3.94,2.95,0.85,425.18,48.89,7,1,100.0
Environmental_Node,Suburban,Foggy,6.672,22.26,915,70,47.81,-35.0,17.54,Success,2.693,31.25,12,4/7,49.385,51.07,-82.27,328.34,0.545,16.34,1,9.93,86.71,11.44,0.0223,8.59,99.09,39.11,3.481,38.1,36.41,99.62,1022.04,7.73,4.83,0.678,471.09,63.44,3,7,91.83
Environmental_Node,Suburban,Clear,27.761,15.71,868,248,19.34,-78.28,14.98,Failure,3.484,62.5,9,4/8,16.586,8.26,-87.98,126.89,0.172,8.48,1,2.08,151.34,5.31,0.0927,28.885,68.97,82.17,3.109,59.24,40.52,84.02,995.69,2.43,1.76,0.127,446.84,45.18,0,7,100.0
Tracking_Device,Suburban,Clear,20.187,12.94,923,132,40.9,-59.38,18.24,Success,2.885,62.5,8,4/8,42.263,50.66,-78.67,432.88,0.645,19.11,0,7.39,97.34,19.91,0.0674,22.06,85.67,22.72,3.385,26.06,43.19,48.95,999.33,11.03,0.95,0.527,90.73,36.47,2,4,97.42
Smart_Meter,Industrial,Clear,26.965,11.73,915,213,47.64,-88.04,12.56,Failure,2.97,7.8,12,4/6,11.807,64.02,-71.23,447.14,0.781,23.36,0,12.61,131.08,18.92,0.0901,28.249,61.28,64.45,3.473,16.14,41.73,30.33,1024.2,6.08,1.37,0.636,298.06,54.27,6,1,90.41
Smart_Meter,Rural,Clear,16.843,14.83,868,64,25.9,-64.89,10.91,Failure,2.253,62.5,12,4/6,15.264,36.03,-84.54,343.9,0.197,6.12,0,2.27,88.95,5.17,0.0563,17.925,72.88,84.66,3.237,62.16,31.55,50.51,1020.74,14.99,5.58,0.325,252.14,37.87,2,6,95.98
Environmental_Node,Industrial,Windy,20.875,24.73,433,118,14.82,-57.11,20.0,Success,3.121,31.25,9,4/8,30.582,89.82,-84.68,210.37,0.061,2.31,4,0.0,152.03,26.33,0.0697,21.933,84.36,39.61,3.093,24.82,22.93,25.0,1001.43,11.89,4.03,0.26,65.71,57.57,5,4,99.23
Smart_Meter,Urban,Clear,18.774,26.76,868,91,38.49,-51.89,18.43,Success,2.923,7.8,8,4/5,50.104,43.62,-80.94,299.53,0.003,2.3,2,0.0,123.19,8.35,0.0627,20.693,86.44,30.76,3.37,29.89,18.79,27.86,1024.09,3.85,2.57,0.085,67.04,25.47,2,6,100.0
Tracking_Device,Rural,Cloudy,25.02,27.23,433,50,58.54,-72.18,14.83,Failure,2.606,250.0,12,4/7,17.905,32.35,-99.8,167.2,0.967,25.89,1,14.67,123.41,0.61,0.0836,25.209,85.17,52.88,3.584,15.75,42.01,75.01,995.19,8.85,1.74,0.806,379.2,47.03,0,2,94.1
Tracking_Device,Industrial,Clear,25.158,15.4,470,104,32.98,-67.88,10.02,Failure,2.579,125.0,10,4/8,12.16,78.05,-91.33,172.18,0.228,10.72,1,1.52,96.7,21.78,0.084,26.435,72.03,13.99,3.3,44.79,25.66,94.94,1005.53,1.85,0.66,0.416,219.75,57.48,2,7,96.12
Smart_Meter,Rural,Cloudy,17.899,23.22,868,200,96.28,-52.75,17.79,Success,3.517,250.0,10,4/7,37.33,23.74,-87.16,245.44,0.582,15.23,1,12.53,135.55,22.88,0.0598,18.748,92.61,39.81,4.094,43.23,27.5,30.65,1008.34,0.88,1.38,0.236,160.8,33.04,6,3,99.97
Environmental_Node,Industrial,Windy,19.159,14.61,470,192,53.33,-67.72,14.41,Failure,3.079,15.6,9,4/8,20.941,76.97,-71.4,156.8,0.273,12.29,3,1.56,129.89,22.49,0.064,19.552,83.93,53.55,3.511,44.35,13.4,88.2,1020.27,10.44,4.96,0.249,176.81,53.96,0,3,100.0
Environmental_Node,Industrial,Rain,27.695,22.46,470,86,21.72,-77.17,8.22,Failure,2.496,7.8,9,4/7,24.459,82.56,-78.33,360.66,0.496,21.04,1,11.89,112.8,26.69,0.0925,28.688,59.9,86.13,3.108,48.62,16.8,43.35,1012.6,10.4,0.09,0.828,414.17,77.86,4,5,89.18
Sensor_Node,Urban,Heavy_Rain,27.931,27.74,923,236,47.21,-82.72,9.47,Failure,4.152,250.0,12,4/8,35.639,29.18,-91.44,71.23,0.137,11.13,1,0.0,135.59,7.65,0.0933,29.897,54.57,77.79,3.383,50.71,42.95,69.47,1023.9,3.06,8.4,0.743,184.69,15.41,4,7,100.0
Tracking_Device,Urban,Clear,20.095,10.82,868,60,73.69,-67.52,19.17,Failure,1.982,250.0,8,4/7,5.908,66.17,-78.95,45.05,0.471,16.39,0,7.98,88.44,23.94,0.0671,21.98,87.64,38.72,3.842,44.97,43.37,50.73,1002.82,11.38,2.0,0.273,332.35,61.44,9,7,99.12
Industrial_Node,Urban,Foggy,0.729,29.7,923,175,53.84,-35.0,18.87,Success,3.854,7.8,11,4/5,18.942,45.07,-81.08,265.56,0.938,22.25,3,15.72,110.34,9.36,0.0024,1.07,91.53,54.61,3.546,43.53,17.87,62.34,994.67,3.58,0.23,0.928,178.16,21.1,2,6,100.0
Environmental_Node,Urban,Heavy_Rain,3.58,26.54,923,209,39.81,-35.0,20.0,Success,3.719,62.5,9,4/8,35.163,56.02,-86.61,230.23,0.956,28.71,2,14.79,116.77,18.12,0.012,5.437,98.26,94.74,3.332,53.32,14.39,72.35,1011.39,13.1,3.05,0.838,293.48,51.51,3,5,92.28
Smart_Meter,Suburban,Cloudy,25.809,25.23,470,111,19.57,-70.64,12.11,Failure,3.066,250.0,11,4/8,8.71,57.59,-87.54,177.4,0.42,17.64,1,9.76,133.23,2.94,0.0862,27.706,63.5,65.12,3.131,61.66,33.55,68.58,1000.61,12.21,6.41,0.681,169.89,43.56,7,6,91.64
Tracking_Device,Urban,Cloudy,2.999,23.83,915,149,51.36,-35.0,20.0,Success,3.692,250.0,7,4/8,32.874,23.03,-60.7,444.24,0.65,22.17,1,2.43,92.63,10.66,0.01,3.233,100.0,69.53,3.51,39.77,34.72,63.26,1025.28,1.8,0.07,0.965,489.03,40.06,1,1,100.0
Smart_Meter,Urban,Foggy,6.799,25.41,470,91,18.76,-35.0,20.0,Success,2.68,31.25,9,4/8,43.205,82.09,-98.03,261.09,0.641,24.22,0,2.89,80.22,26.73,0.0227,7.161,100.0,32.24,3.059,25.68,24.54,55.4,999.5,15.06,0.76,0.167,288.15,63.8,7,6,100.0
Sensor_Node,Industrial,Rain,7.301,29.89,470,84,43.38,-38.79,20.0,Success,3.153,7.8,7,4/8,30.276,93.59,-87.0,417.09,0.638,19.25,0,6.07,66.47,9.2,0.0244,8.406,90.56,19.08,3.502,23.96,23.89,20.4,1003.43,13.25,2.57,0.602,403.0,80.82,4,4,100.0
Tracking_Device,Rural,Heavy_Rain,18.207,25.4,433,168,20.46,-58.49,16.5,Success,3.72,62.5,9,4/8,30.508,51.53,-74.67,381.25,0.535,18.93,0,8.38,117.6,22.0,0.0608,19.133,86.39,13.56,3.087,20.79,41.12,60.81,1015.97,2.2,2.52,0.117,128.24,43.48,6,1,100.0
Sensor_Node,Urban,Cloudy,17.511,17.03,915,162,70.85,-57.25,19.95,Success,2.802,125.0,7,4/6,9.676,16.58,-89.81,263.79,0.434,10.54,1,7.57,111.89,29.05,0.0585,18.49,79.71,80.69,3.779,65.37,11.93,36.53,1002.32,9.65,0.44,0.835,322.06,35.27,0,5,100.0
Smart_Meter,Rural,Clear,9.038,22.28,470,202,79.53,-37.23,18.03,Success,3.548,250.0,7,4/5,2.276,71.2,-86.92,421.34,0.176,12.0,2,0.61,108.45,15.83,0.0302,10.19,98.83,10.39,3.892,33.25,26.31,52.17,1015.56,1.4,4.89,0.064,465.74,71.26,7,7,94.24
Tracking_Device,Rural,Heavy_Rain,6.625,16.74,915,155,31.91,-35.0,20.0,Failure,3.167,250.0,9,4/6,4.781,19.69,-92.67,301.61,0.575,15.84,0,12.06,79.51,5.9,0.0221,8.166,98.64,82.29,3.254,29.72,28.72,28.47,1017.09,4.62,0.7,0.778,481.65,66.07,6,6,94.96
Tracking_Device,Urban,Rain,23.054,29.4,433,123,16.72,-66.41,13.84,Success,3.237,250.0,8,4/5,30.811,8.69,-79.73,108.67,0.032,3.62,0,0.0,111.48,5.36,0.077,23.437,71.84,80.65,3.055,47.58,37.94,67.37,1011.46,18.98,1.56,0.225,300.46,13.94,2,5,100.0
Industrial_Node,Urban,Cloudy,28.096,28.0,915,105,41.23,-73.87,16.78,Failure,3.294,7.8,7,4/8,27.205,47.3,-78.71,194.99,0.929,24.33,0,17.35,113.09,2.71,0.0938,28.301,77.37,41.67,3.395,67.38,36.68,98.4,995.78,12.55,2.06,0.179,43.89,27.21,7,4,100.0
Industrial_Node,Suburban,Rain,2.058,21.35,868,250,60.45,-35.0,14.96,Success,4.101,125.0,12,4/6,48.866,66.14,-91.74,447.05,0.94,26.0,0,12.96,79.55,5.31,0.0069,3.196,82.13,27.16,3.715,26.74,12.35,57.47,1016.18,15.11,4.05,0.994,463.3,71.98,0,4,93.17
Smart_Meter,Suburban,Clear,4.429,25.63,433,39,79.11,-35.0,16.52,Failure,2.386,31.25,9,4/6,22.956,49.8,-69.01,161.7,0.958,22.97,4,11.75,92.44,20.27,0.0148,6.389,96.41,22.6,3.853,59.32,26.63,62.72,1007.91,11.88,4.94,0.955,227.56,43.43,0,7,100.0
Smart_Meter,Rural,Windy,19.444,28.19,915,96,46.26,-56.73,12.08,Failure,3.119,250.0,10,4/5,55.97,22.41,-90.68,26.61,0.066,0.0,0,0.0,94.62,27.86,0.0649,20.295,85.55,25.96,3.392,68.14,35.82,92.3,1024.18,11.93,2.57,0.261,175.62,16.59,2,3,100.0
Smart_Meter,Urban,Foggy,24.231,14.87,923,211,42.94,-70.96,13.44,Failure,3.713,7.8,10,4/6,20.517,48.32,-77.9,458.81,0.381,12.0,2,7.62,121.19,20.34,0.0809,24.45,71.81,38.83,3.396,61.84,15.27,58.3,1004.82,9.3,2.76,0.179,340.48,54.74,8,1,96.4
Industrial_Node,Industrial,Windy,23.84,21.59,915,109,91.75,-71.55,12.78,Failure,2.763,250.0,7,4/5,33.593,19.85,-93.55,260.75,0.705,16.21,1,8.81,108.91,5.31,0.0796,24.308,68.62,46.88,4.103,61.69,43.54,22.37,1020.18,15.56,7.0,0.304,52.22,19.17,4,5,100.0
Environmental_Node,Industrial,Clear,21.731,19.63,433,58,50.47,-69.43,8.9,Failure,2.586,7.8,10,4/8,40.494,87.12,-77.02,386.8,0.235,18.01,0,6.88,82.59,10.93,0.0726,21.945,54.02,37.37,3.524,62.96,41.47,38.3,1008.71,14.91,0.93,0.675,234.11,63.76,2,2,94.45
Environmental_Node,Urban,Cloudy,26.679,25.43,923,154,50.25,-59.62,18.33,Failure,3.552,250.0,8,4/5,46.238,43.86,-77.35,229.81,0.81,29.13,3,14.41,132.46,16.62,0.0891,27.368,94.21,15.01,3.546,44.29,23.09,45.69,1028.31,17.87,0.58,0.95,377.68,49.13,0,7,89.96
Environmental_Node,Industrial,Windy,6.912,17.58,915,204,46.9,-35.0,20.0,Success,3.416,7.8,8,4/7,39.387,33.53,-88.57,316.45,0.236,0.1,2,0.0,100.08,25.92,0.0231,7.285,98.34,48.05,3.461,33.1,42.43,63.84,1020.98,18.66,1.08,0.539,467.48,58.73,9,1,99.83
Sensor_Node,Rural,Rain,3.665,24.18,915,222,42.69,-35.0,20.0,Success,3.955,31.25,12,4/8,7.982,75.75,-78.61,293.72,0.038,13.75,1,0.74,72.59,11.3,0.0122,3.9,100.0,84.86,3.385,17.04,26.24,78.55,1007.16,1.1,5.78,0.458,272.32,60.87,0,6,100.0
Industrial_Node,Urban,Cloudy,18.653,18.06,433,178,75.56,-63.77,11.22,Failure,3.396,15.6,12,4/5,41.38,54.32,-78.89,49.44,0.318,17.73,1,5.22,117.03,7.86,0.0623,20.416,77.82,65.97,3.86,57.83,13.66,90.95,1029.57,5.03,1.54,0.567,456.28,66.97,9,5,94.92
Sensor_Node,Rural,Foggy,24.757,12.22,923,181,35.36,-83.01,19.3,Failure,2.806,250.0,10,4/8,0.557,17.38,-84.06,77.85,0.408,14.44,1,3.15,141.32,6.88,0.0827,25.023,80.21,13.79,3.229,16.3,21.14,64.55,1011.44,10.19,3.64,0.27,49.34,4.63,5,4,100.0
Industrial_Node,Suburban,Cloudy,17.67,12.14,923,222,44.09,-73.13,15.86,Failure,3.239,15.6,10,4/8,20.488,15.01,-74.55,417.11,0.253,15.57,1,7.37,109.47,23.23,0.059,18.733,74.2,83.38,3.41,29.16,25.16,71.81,1014.51,7.28,2.34,0.569,401.78,50.86,5,3,100.0
Smart_Meter,Urban,Cloudy,28.908,12.38,915,107,35.41,-84.93,14.43,Failure,1.91,62.5,9,4/5,28.973,29.09,-90.01,63.6,0.532,23.82,1,10.41,107.08,13.14,0.0966,30.331,79.55,18.52,3.281,47.35,36.69,86.56,1017.89,12.45,1.91,0.335,221.46,36.05,5,5,96.04
Tracking_Device,Suburban,Clear,23.969,10.65,868,108,61.33,-74.13,10.27,Failure,2.624,250.0,8,4/6,25.03,73.83,-70.83,149.61,0.468,23.95,1,10.77,96.64,4.77,0.0801,24.13,62.67,29.97,3.68,20.73,15.47,74.68,1004.98,14.99,2.84,0.194,284.89,58.12,0,2,91.45
Smart_Meter,Urban,Clear,21.173,20.66,433,70,96.44,-68.37,11.5,Failure,2.469,62.5,9,4/6,16.168,45.64,-77.1,301.65,0.998,28.75,0,17.79,101.64,24.4,0.0707,22.366,71.9,18.98,4.265,46.49,32.59,85.89,1013.9,17.5,6.79,0.358,113.96,35.92,5,6,99.56
Sensor_Node,Suburban,Clear,2.278,23.44,433,203,45.13,-35.0,17.38,Success,3.838,250.0,8,4/8,51.602,21.83,-93.47,458.58,0.908,24.47,2,12.32,89.18,1.26,0.0076,4.142,92.4,83.26,3.369,49.36,44.86,89.33,1003.89,3.91,3.24,0.127,296.13,32.04,9,6,95.3
Sensor_Node,Urban,Foggy,3.678,12.53,470,116,97.14,-42.19,18.26,Success,2.549,125.0,8,4/6,59.59,8.51,-76.99,195.2,0.876,26.45,0,4.92,59.45,11.29,0.0123,5.383,96.27,54.87,4.192,23.29,17.28,47.85,1013.87,9.1,0.72,0.831,402.9,30.94,7,7,100.0
Environmental_Node,Urban,Cloudy,23.653,22.24,923,48,69.1,-52.78,16.26,Success,2.446,7.8,11,4/7,39.772,38.43,-83.92,260.36,0.081,2.36,1,0.0,104.86,6.84,0.079,25.425,86.84,69.45,3.776,46.7,42.47,61.96,1002.58,12.2,1.08,0.743,286.85,35.48,3,1,98.46
Industrial_Node,Rural,Cloudy,6.348,21.95,923,82,81.59,-36.89,19.84,Success,2.576,62.5,8,4/8,7.882,26.16,-87.26,483.41,0.316,9.22,2,7.14,79.84,21.39,0.0212,7.37,98.43,37.52,3.946,37.13,16.75,55.09,1003.4,18.86,4.63,0.814,297.68,50.91,5,1,97.08
Sensor_Node,Industrial,Windy,1.351,12.94,470,232,39.97,-35.0,20.0,Success,3.153,125.0,7,4/5,11.597,90.4,-75.08,376.25,0.419,11.32,1,2.83,79.22,23.96,0.0045,2.795,99.8,93.09,3.375,32.81,23.09,79.67,997.2,3.09,3.67,0.184,419.67,78.15,4,2,100.0
Sensor_Node,Suburban,Rain,27.367,18.08,915,52,30.2,-82.82,13.85,Failure,1.96,125.0,7,4/7,0.713,23.09,-72.58,163.78,0.693,17.08,0,8.95,101.58,16.03,0.0914,27.683,73.4,42.14,3.228,64.34,16.56,32.19,1004.62,1.02,4.76,0.259,81.22,14.65,3,1,100.0
Environmental_Node,Industrial,Rain,26.779,25.1,915,64,61.91,-67.32,16.92,Failure,2.536,31.25,12,4/8,22.337,68.27,-102.96,373.02,0.955,30.21,0,14.04,105.86,27.36,0.0894,27.812,92.69,78.21,3.727,64.66,34.87,71.52,1004.2,15.84,3.45,0.328,453.63,82.16,9,5,91.98
Sensor_Node,Urban,Clear,6.945,10.34,433,25,99.17,-38.02,20.0,Success,1.642,125.0,7,4/8,49.299,25.62,-82.49,172.55,0.879,23.42,2,11.85,86.13,13.86,0.0232,7.505,89.97,53.12,4.189,16.72,44.69,51.15,1011.6,15.01,1.72,0.57,28.47,16.74,2,7,100.0
Environmental_Node,Industrial,Windy,23.516,12.94,915,56,73.92,-73.84,14.04,Failure,2.107,250.0,10,4/8,14.485,10.81,-83.19,334.32,0.436,13.5,1,7.58,101.94,4.77,0.0785,24.073,82.94,15.1,3.907,23.79,30.23,48.5,1001.76,7.17,1.32,0.631,132.63,8.82,3,5,100.0
Environmental_Node,Industrial,Clear,1.915,29.92,868,200,71.35,-35.0,20.0,Success,3.991,62.5,12,4/6,24.537,5.96,-86.76,91.28,0.01,10.22,0,0.0,59.27,6.75,0.0064,3.045,100.0,66.85,3.867,55.94,17.59,50.76,1002.96,9.06,1.86,0.829,255.75,31.91,2,4,100.0
Sensor_Node,Urban,Clear,8.909,24.67,868,21,50.51,-35.0,20.0,Success,2.338,250.0,9,4/5,57.035,29.01,-80.25,47.89,0.696,20.81,0,8.31,73.5,21.22,0.0298,10.881,97.68,62.41,3.526,33.94,26.78,79.71,1042.64,0.77,0.27,0.151,416.58,36.53,4,5,100.0
Sensor_Node,Rural,Clear,18.898,19.28,868,125,89.15,-58.34,17.71,Success,2.853,62.5,11,4/7,32.097,86.68,-72.63,197.2,0.778,23.51,0,12.39,93.52,19.22,0.0631,20.086,88.62,71.26,4.048,29.9,43.36,39.6,1027.57,13.85,2.15,0.37,137.45,62.53,1,3,97.15
Tracking_Device,Rural,Clear,23.014,22.6,470,241,72.73,-63.18,12.61,Success,3.831,15.6,7,4/5,56.428,26.23,-93.67,100.02,0.902,20.86,1,12.91,143.0,20.93,0.0769,23.202,74.25,80.06,3.876,48.11,15.48,85.05,1004.98,13.87,3.62,0.161,293.13,31.96,7,4,96.95
Smart_Meter,Suburban,Clear,0.807,26.92,868,76,70.74,-35.0,18.63,Success,3.004,31.25,10,4/8,3.471,54.75,-88.73,412.94,0.064,11.2,4,0.0,79.99,12.34,0.0027,1.15,98.31,56.73,3.795,28.13,22.86,57.71,1015.88,14.93,1.94,0.62,330.15,44.06,8,7,100.0
Smart_Meter,Suburban,Rain,10.123,26.85,470,111,36.33,-44.3,20.0,Success,3.321,15.6,12,4/5,40.601,26.74,-88.58,306.45,0.781,18.36,0,9.27,85.88,8.99,0.0338,10.575,98.85,13.33,3.267,36.03,14.94,93.4,1021.29,16.18,4.05,0.612,34.83,27.81,2,3,100.0
Environmental_Node,Urban,Clear,6.823,16.49,433,115,96.2,-38.47,20.0,Success,2.148,7.8,9,4/7,8.297,69.22,-76.83,35.49,0.276,14.86,1,6.85,75.8,6.78,0.0228,7.651,100.0,39.22,4.138,28.5,28.87,82.19,1005.44,7.37,0.49,0.801,403.33,62.4,7,5,95.1
Tracking_Device,Rural,Rain,29.964,19.83,433,136,32.53,-91.8,14.1,Failure,3.2,15.6,10,4/7,2.245,74.07,-87.12,191.73,0.899,31.41,1,12.62,124.5,7.42,0.1001,31.127,69.27,11.89,3.246,26.37,27.17,91.18,1004.69,0.97,4.38,0.538,335.1,72.78,9,1,95.19
Tracking_Device,Industrial,Clear,20.294,22.76,868,198,57.13,-55.89,13.78,Failure,3.514,7.8,12,4/7,16.249,23.76,-75.12,215.97,0.546,18.72,1,8.66,123.14,26.21,0.0678,21.958,84.93,57.24,3.693,65.61,27.74,60.45,1001.91,17.02,2.49,0.047,455.17,53.45,5,2,97.77
Environmental_Node,Rural,Clear,12.467,11.44,470,110,40.56,-50.97,13.99,Failure,2.495,250.0,12,4/7,1.656,9.67,-73.74,414.32,0.24,2.92,2,0.0,92.62,29.23,0.0416,14.248,81.11,23.4,3.406,27.66,20.41,28.96,1008.11,6.23,1.83,0.969,482.75,30.81,8,1,100.0
Smart_Meter,Industrial,Cloudy,2.732,28.92,868,186,26.27,-35.0,20.0,Success,3.948,7.8,10,4/8,10.033,16.83,-83.91,444.63,0.961,27.24,3,17.12,119.69,25.17,0.0091,4.271,96.98,59.44,3.161,65.67,28.29,91.71,1012.0,1.29,1.62,0.978,399.17,42.71,3,1,96.03
Sensor_Node,Suburban,Foggy,18.161,18.65,915,169,22.97,-61.07,14.21,Failure,3.216,62.5,9,4/7,12.458,49.21,-80.34,206.16,0.977,28.82,0,11.84,96.55,26.7,0.0607,18.417,86.2,92.34,3.075,20.2,31.2,60.69,1015.16,14.98,0.21,0.509,267.77,53.25,8,1,98.11
Environmental_Node,Rural,Windy,19.43,17.42,470,98,36.36,-60.28,15.83,Failure,2.475,62.5,9,4/8,59.801,41.36,-83.21,401.79,0.925,21.95,1,9.31,102.74,6.69,0.0649,19.943,88.42,82.47,3.31,28.33,21.39,98.6,1022.31,2.3,8.41,0.316,262.55,42.62,8,6,97.38
Industrial_Node,Suburban,Foggy,24.584,28.14,470,190,72.01,-62.51,16.7,Success,3.634,7.8,8,4/8,4.023,14.2,-63.69,382.83,0.5,9.65,1,1.54,116.09,2.69,0.0821,25.148,75.6,35.51,3.773,45.72,21.7,61.32,1001.94,7.62,8.01,0.914,354.03,44.1,4,7,100.0
Smart_Meter,Suburban,Rain,9.013,12.37,470,57,97.73,-43.5,20.0,Success,1.683,125.0,8,4/5,57.066,15.45,-90.61,38.92,0.08,5.77,2,0.0,84.87,7.46,0.0301,10.065,93.48,29.83,4.099,43.35,39.47,31.91,1014.99,16.14,0.32,0.496,199.26,26.98,0,6,100.0
Tracking_Device,Suburban,Rain,29.452,10.79,470,211,86.79,-96.6,7.15,Failure,2.723,15.6,12,4/5,23.327,55.27,-95.54,60.62,0.689,29.86,2,8.02,155.83,13.31,0.0984,29.87,43.65,92.4,4.019,42.96,41.14,61.39,1017.82,2.92,5.67,0.326,375.56,56.55,5,5,87.7
Sensor_Node,Suburban,Rain,13.464,23.7,915,56,29.62,-54.31,15.67,Failure,2.575,31.25,12,4/5,32.796,94.34,-105.44,141.81,0.885,31.46,1,19.56,103.55,28.87,0.045,14.171,87.05,63.37,3.257,66.09,33.41,44.4,1007.27,16.7,0.9,0.377,389.95,71.9,1,5,86.78
Industrial_Node,Industrial,Rain,9.23,17.7,868,119,17.06,-43.05,20.0,Failure,2.679,125.0,7,4/6,2.494,88.4,-80.06,348.71,0.764,24.38,0,3.54,77.29,10.55,0.0308,9.783,93.61,82.63,3.073,48.74,33.56,49.66,1009.28,14.18,0.55,0.633,225.64,51.46,5,5,100.0
Sensor_Node,Urban,Clear,10.779,25.29,433,57,71.8,-35.28,20.0,Success,2.819,250.0,12,4/5,0.819,84.77,-79.86,51.34,0.653,14.82,1,3.4,84.53,28.13,0.036,12.648,100.0,11.47,3.835,45.16,21.38,61.02,1009.23,9.71,1.16,0.185,435.79,84.61,3,3,99.73
Industrial_Node,Industrial,Cloudy,15.828,11.37,923,90,12.7,-61.56,17.22,Failure,2.204,15.6,12,4/5,15.059,11.84,-92.21,315.17,0.57,18.77,1,5.48,100.42,1.56,0.0529,16.143,82.34,11.25,2.985,40.87,35.39,59.23,1031.63,18.38,2.27,0.627,15.81,17.46,4,3,100.0
Sensor_Node,Urban,Cloudy,28.133,17.68,923,50,87.32,-75.92,12.59,Failure,2.181,250.0,7,4/6,41.375,15.22,-88.84,1.14,0.958,27.99,1,9.35,112.08,15.06,0.094,28.676,80.81,65.19,4.023,26.82,27.63,63.0,1006.03,19.6,5.19,0.217,252.95,11.97,2,7,100.0
Sensor_Node,Industrial,Cloudy,22.187,14.71,470,63,84.3,-62.22,14.88,Failure,1.983,7.8,8,4/7,41.794,68.87,-73.1,334.16,0.976,32.83,0,16.48,88.01,24.26,0.0741,22.362,81.83,37.47,3.968,37.56,26.97,58.11,1013.47,9.82,7.54,0.774,279.03,62.55,7,4,91.71
Sensor_Node,Industrial,Cloudy,17.525,24.79,470,113,81.43,-56.32,14.63,Success,3.178,125.0,12,4/8,35.333,84.96,-74.59,478.37,0.646,24.24,0,10.67,70.96,20.19,0.0585,17.791,84.36,27.23,3.942,53.13,43.57,48.52,1032.26,9.54,1.34,0.817,312.89,63.32,2,3,92.11
Industrial_Node,Industrial,Clear,5.303,14.54,433,33,59.72,-42.95,20.0,Success,1.679,250.0,9,4/6,28.066,32.08,-84.16,437.04,0.267,12.1,1,2.73,79.16,10.72,0.0177,5.562,100.0,93.54,3.643,29.31,40.0,56.19,1012.99,18.83,6.38,0.447,304.29,53.22,2,5,100.0
Environmental_Node,Suburban,Cloudy,4.906,19.16,923,117,97.62,-35.0,20.0,Success,2.769,125.0,10,4/6,14.794,49.83,-86.08,387.39,0.432,12.15,0,5.14,69.94,3.63,0.0164,5.446,94.96,44.75,4.205,38.94,37.78,35.96,1005.0,12.43,7.92,0.096,194.48,46.78,2,2,98.5
Industrial_Node,Suburban,Clear,15.315,26.38,470,71,51.25,-35.0,18.08,Success,3.089,125.0,8,4/6,50.317,40.18,-86.46,142.92,0.194,16.24,1,12.65,87.37,21.21,0.0512,16.487,98.75,78.55,3.489,43.19,39.32,59.73,996.74,10.71,0.09,0.232,64.04,15.71,2,2,95.76
Tracking_Device,Urban,Foggy,21.997,28.31,915,238,98.79,-60.06,18.58,Success,4.347,62.5,7,4/6,34.606,17.29,-78.79,26.11,0.208,8.98,1,0.0,144.24,11.05,0.0735,22.336,83.0,88.57,4.162,39.47,40.47,68.05,1010.47,12.36,9.68,0.614,452.71,50.41,5,7,100.0
Smart_Meter,Industrial,Clear,22.655,24.45,923,106,89.37,-67.57,9.89,Failure,2.764,62.5,7,4/6,20.946,42.81,-78.65,442.98,0.212,16.99,2,2.38,111.95,15.1,0.0757,22.901,69.97,22.29,4.054,51.26,33.06,21.82,1014.04,5.35,0.05,0.519,202.45,41.48,2,7,98.04
